ddbs,gt,steps_to_atk,predictions,Flipping_Freq,Model_preds
2.8834011554718018,0,1,13,22,0
2.445427417755127,0,1,189,20,0
2.961284637451172,0,1,46,26,0
2.82772159576416,0,1,64,26,0
2.7401630878448486,0,1,23,16,0
2.862370729446411,0,1,194,20,0
2.77549147605896,0,1,13,25,0
2.7682747840881348,0,1,179,30,0
2.795605421066284,0,2,123,25,0
2.809318780899048,0,1,185,24,0
2.870482921600342,0,2,17,21,0
2.916491985321045,0,2,182,21,0
2.7995471954345703,0,1,104,23,0
2.8454575538635254,0,1,185,31,0
2.6266865730285645,0,1,13,21,0
2.6087496280670166,0,1,131,18,0
2.719550609588623,0,1,58,27,0
2.820255756378174,0,1,187,22,0
2.777477502822876,0,1,189,25,0
2.915540933609009,0,1,17,29,0
2.922405242919922,0,1,181,25,0
2.696776866912842,0,1,58,18,0
2.7880258560180664,0,1,190,23,0
2.746046304702759,0,1,83,24,0
2.9859938621521,0,1,186,23,0
2.6838982105255127,0,2,182,23,0
2.8414666652679443,0,1,174,29,0
2.928001880645752,0,1,185,21,0
2.923318386077881,0,1,182,28,0
2.779776096343994,0,1,106,19,0
2.686939239501953,0,1,14,31,0
2.805259227752685,0,1,46,19,0
2.8292248249053955,0,1,122,18,0
2.937601327896118,0,1,152,31,0
2.909933090209961,0,1,187,20,0
2.806234121322632,0,1,141,24,0
3.0172927379608154,0,1,17,31,0
2.75075364112854,0,1,131,25,0
2.7479071617126465,0,1,67,31,0
2.643315315246582,0,2,113,15,0
2.630012035369873,0,1,175,17,0
2.917064666748047,0,2,141,31,0
2.999976396560669,0,1,181,31,0
2.904055595397949,0,2,38,20,0
2.6836535930633545,0,1,13,16,0
2.910288095474243,0,2,185,20,0
2.6065187454223637,0,1,47,27,0
2.6963462829589844,0,1,183,23,0
2.712414026260376,0,1,186,21,0
2.879338502883911,0,1,10,22,0
2.862520694732666,0,1,174,31,0
2.7890474796295166,0,1,46,19,0
2.691765308380127,0,1,17,24,0
2.792393445968628,0,1,182,25,0
2.8200387954711914,0,1,196,21,0
2.740242719650269,0,1,23,19,0
2.7811896800994877,0,2,17,24,0
2.787481546401977,0,1,47,18,0
2.785398244857788,0,2,183,25,0
2.70668888092041,0,1,13,31,0
2.8646814823150635,0,1,83,22,0
2.9021646976470947,0,1,13,31,0
2.825812101364136,0,1,11,23,0
2.782334804534912,0,1,41,31,0
2.7610878944396973,0,1,79,31,0
2.984650135040283,0,1,58,24,0
2.875218152999878,0,2,186,17,0
3.0001795291900635,0,1,189,31,0
2.683953046798706,0,1,188,13,0
2.76664662361145,0,1,14,20,0
2.91834044456482,0,1,90,29,0
2.953521251678467,0,1,177,27,0
2.7844114303588867,0,1,22,27,0
2.904663324356079,0,2,3,17,0
2.789316177368164,0,1,17,17,0
2.603548049926758,0,1,189,14,0
2.839616060256958,0,2,23,17,0
2.667272090911865,0,1,131,22,0
2.790894031524658,0,2,130,28,0
2.572793960571289,0,1,58,14,0
2.7980778217315674,0,2,131,16,0
2.805492162704468,0,1,20,31,0
2.8394486904144287,0,2,36,23,0
2.7039663791656494,0,1,180,25,0
2.8626692295074463,0,1,3,31,0
2.8671586513519287,0,1,190,24,0
2.775937557220459,0,1,46,18,0
2.897128105163574,0,1,174,31,0
2.9573605060577397,0,1,189,31,0
2.794379234313965,0,2,17,29,0
2.6077990531921387,0,1,187,24,0
2.804805040359497,0,1,121,18,0
2.7373225688934326,0,1,17,22,0
2.7454774379730225,0,1,186,12,0
2.748981714248657,0,1,4,28,0
3.0387606620788574,0,2,38,27,0
2.717662811279297,0,1,23,25,0
2.880528926849365,0,1,48,27,0
2.899270534515381,0,1,17,24,0
2.783523797988892,0,2,46,20,0
2.703038454055786,0,1,13,19,0
2.8146908283233643,0,1,113,31,0
2.908935546875,0,1,107,31,0
2.9011149406433105,0,1,58,17,0
2.7535648345947266,0,2,144,24,0
2.8006105422973637,0,2,188,29,0
2.800781488418579,0,1,128,25,0
2.925215244293213,0,1,80,24,0
2.780820608139038,0,1,46,22,0
3.0813260078430176,0,1,191,28,0
2.811805963516236,0,2,13,21,0
2.694507360458374,0,1,172,22,0
2.8232500553131104,0,1,46,23,0
2.817678451538086,0,1,179,31,0
2.8092386722564697,0,1,17,23,0
2.855843305587769,0,1,35,31,0
2.6953320503234863,0,1,104,22,0
2.908931016921997,0,1,19,30,0
2.792447566986084,0,2,182,22,0
2.982834577560425,0,1,187,27,0
2.828911781311035,0,1,162,31,0
2.914103984832764,0,2,26,18,0
2.897566318511963,0,1,76,31,0
2.87518572807312,0,2,90,19,0
2.8359224796295166,0,1,27,21,0
2.8104088306427,0,1,14,25,0
2.9841837882995605,0,2,139,31,0
2.815857172012329,0,1,159,17,0
2.7869677543640137,0,1,161,24,0
2.8585915565490723,0,1,186,28,0
3.003666639328003,0,1,191,31,0
2.7721927165985107,0,2,144,20,0
2.8616364002227783,0,1,182,21,0
2.7696340084075928,0,1,185,18,0
2.891914129257202,0,1,161,20,0
2.7427544593811035,0,1,77,25,0
2.8725690841674805,0,1,17,24,0
2.8101699352264404,0,1,173,28,0
2.9421908855438232,0,2,39,24,0
2.9017043113708496,0,1,36,31,0
2.803309202194214,0,1,185,30,0
2.809566736221313,0,1,186,15,0
2.851094484329224,0,1,16,22,0
2.975198268890381,0,1,184,31,0
2.744722843170166,0,2,89,22,0
2.9129433631896973,0,2,136,18,0
2.9619386196136475,0,1,184,27,0
2.788393020629883,0,2,16,25,0
2.7496893405914307,0,1,17,22,0
2.901038408279419,0,2,17,30,0
2.7015631198883057,0,1,35,29,0
2.80230450630188,0,1,92,19,0
2.7942886352539062,0,1,192,23,0
2.857384204864502,0,1,187,19,0
2.8466100692749023,0,2,17,22,0
2.56830096244812,0,1,186,24,0
2.9233052730560303,0,1,175,23,0
3.017850160598755,0,1,190,31,0
2.810734748840332,0,1,187,31,0
2.9224650859832764,0,1,58,25,0
2.9167983531951904,0,1,17,18,0
2.772886037826538,0,15,58,21,0
2.8787808418273926,0,1,68,21,0
2.9510793685913086,0,1,163,31,0
2.771015167236328,0,1,190,20,0
2.782932996749878,0,1,131,19,0
2.8235294818878174,0,1,41,31,0
2.776033639907837,0,1,16,23,0
2.9360148906707764,0,1,185,25,0
2.938638687133789,0,1,46,16,0
2.830328941345215,0,1,182,26,0
2.8505640029907227,0,1,152,30,0
2.823545455932617,0,1,182,20,0
2.862188577651977,0,2,186,18,0
2.9290614128112797,0,2,102,31,0
2.954270124435425,0,1,134,31,0
2.7983884811401367,0,1,105,31,0
2.7783138751983643,0,1,193,29,0
2.964319467544556,0,2,186,21,0
2.7170722484588623,0,1,58,21,0
2.930476188659668,0,1,189,26,0
2.690961599349976,0,3,108,14,0
2.9832875728607178,0,1,182,29,0
2.784811019897461,0,1,185,18,0
2.7351858615875244,0,1,17,31,0
2.9408397674560547,0,1,17,31,0
2.841521739959717,0,1,46,21,0
2.989530563354492,0,1,13,26,0
2.872068405151367,0,2,26,31,0
2.7726376056671143,0,1,23,23,0
2.946566343307495,0,2,185,25,0
2.589739799499512,0,2,29,24,0
2.8268613815307617,0,2,136,18,0
2.8026976585388184,0,1,149,27,0
2.7935163974761963,0,1,179,26,0
2.7397427558898926,0,1,33,20,0
3.13142991065979,0,1,183,31,0
2.6744747161865234,0,1,113,19,0
2.9544966220855717,0,1,17,30,0
2.9048922061920166,0,1,17,26,0
2.7821431159973145,0,2,141,27,0
2.86940860748291,0,2,64,21,0
2.6452295780181885,0,1,130,28,0
2.651410818099976,0,2,184,16,0
2.8741841316223145,0,1,185,18,0
2.6742360591888428,0,1,174,27,0
2.9292805194854736,0,2,181,23,0
2.7870094776153564,0,1,79,31,0
2.787404537200928,0,1,58,19,0
2.9173696041107178,0,1,181,22,0
2.8781042098999023,0,1,16,28,0
2.855015993118286,0,2,46,19,0
2.7317848205566406,0,1,184,21,0
2.885456085205078,0,1,186,22,0
2.819532632827759,0,2,13,23,0
2.985137462615967,0,1,168,24,0
2.887420177459717,0,1,185,23,0
2.7155914306640625,0,1,149,15,0
2.783644676208496,0,1,192,31,0
2.80258846282959,0,2,182,19,0
2.8579938411712646,0,2,104,20,0
2.9165875911712646,0,1,45,21,0
2.793997287750244,0,1,31,31,0
2.7099504470825195,0,1,17,22,0
2.8970160484313965,0,1,184,25,0
2.937994718551636,0,1,101,31,0
2.943694591522217,0,1,182,28,0
2.67142915725708,0,2,13,10,0
2.738037347793579,0,1,174,30,0
2.71374249458313,0,2,106,20,0
2.837640285491944,0,1,185,22,0
2.786304473876953,0,2,137,15,0
2.776167392730713,0,1,192,21,0
2.686781167984009,0,2,23,16,0
2.83962345123291,0,1,51,19,0
2.8762848377227783,0,1,94,26,0
2.844531774520874,0,1,46,22,0
2.912692785263061,0,1,174,26,0
2.847663402557373,0,1,58,19,0
2.764871120452881,0,2,58,24,0
2.842362642288208,0,1,161,14,0
2.9284441471099854,0,2,158,19,0
2.8181262016296387,0,1,186,20,0
2.6667609214782715,0,1,182,21,0
2.99735689163208,0,1,38,31,0
2.8500454425811768,0,1,174,26,0
2.833974838256836,0,1,186,20,0
2.738988876342773,0,2,106,15,0
2.851043939590454,0,1,58,25,0
2.950771808624268,0,1,46,19,0
2.9892966747283936,0,1,114,31,0
2.7822790145874023,0,2,38,24,0
2.9067821502685547,0,1,17,27,0
2.8980324268341064,0,1,161,22,0
2.6279754638671875,0,2,37,10,0
2.8613440990448,0,2,46,24,0
2.7691304683685303,0,1,45,25,0
2.9962964057922363,0,1,16,31,0
2.920859336853028,0,1,161,23,0
2.6600341796875,0,2,135,19,0
2.8149421215057373,0,1,196,21,0
2.8395583629608154,0,1,17,31,0
2.8354008197784424,0,1,17,19,0
2.4363410472869877,0,2,175,21,0
2.7510695457458496,0,2,58,14,0
2.732872486114502,0,1,148,24,0
2.8029911518096924,0,1,13,16,0
2.6400766372680664,0,2,36,21,0
2.9896373748779297,0,1,178,31,0
2.841982364654541,0,1,164,31,0
2.9443085193634038,0,2,118,31,0
2.609776020050049,0,1,168,22,0
2.9707281589508057,0,1,18,31,0
2.9221677780151367,0,2,149,19,0
2.924407720565796,0,1,178,21,0
2.58823037147522,0,2,85,19,0
2.8223190307617188,0,2,179,26,0
2.9807515144348145,0,2,38,31,0
2.6098897457122803,0,1,13,12,0
2.839357376098633,0,1,138,23,0
2.7879340648651123,0,1,67,19,0
2.7303004264831543,0,1,125,31,0
2.919917106628418,0,2,17,19,0
2.9920008182525635,0,1,12,31,0
2.53647255897522,0,1,149,17,0
2.822723388671875,0,1,113,20,0
2.829673290252685,0,1,186,17,0
2.750148057937622,0,2,39,22,0
2.8635735511779785,0,1,12,27,0
2.620574951171875,0,1,17,16,0
2.6987781524658203,0,1,192,27,0
2.7231595516204834,0,1,192,31,0
2.8130581378936768,0,1,174,23,0
2.766805648803711,0,2,190,24,0
2.838653087615967,1,1,41,31,1
2.742756128311157,1,1,46,31,1
2.965406894683838,1,1,143,31,1
2.8583035469055176,1,1,2,31,1
2.984238624572754,1,1,10,31,1
3.1242263317108154,1,2,176,31,1
2.9355592727661133,1,1,2,31,1
3.062870740890503,1,1,10,31,1
2.965894937515259,1,1,10,31,1
2.99612808227539,1,2,199,31,1
3.032214403152466,1,2,114,31,1
2.955604553222656,1,1,10,31,1
3.002125740051269,1,2,199,31,1
3.089096069335937,1,2,176,31,1
2.953026294708252,1,1,119,31,1
2.9659314155578613,1,1,17,31,1
3.050055742263794,1,1,183,31,1
2.8679916858673096,1,1,17,31,1
2.9712843894958496,1,3,4,31,1
3.017789602279663,1,2,114,31,1
2.9844913482666016,1,2,114,31,1
3.0065360069274902,1,2,89,31,1
2.9369957447052,1,2,60,31,1
2.9685516357421875,1,1,156,31,1
2.997014045715332,1,1,10,31,1
2.974830150604248,1,1,150,31,1
2.91257643699646,1,2,67,29,1
2.664912700653076,1,1,43,31,1
2.781752347946167,1,1,3,31,1
2.8650782108306885,1,1,9,31,1
2.9724299907684326,1,1,2,31,1
2.9528563022613525,1,1,4,31,1
3.002915859222412,1,1,10,31,1
3.0243208408355717,1,2,17,31,1
2.9331612586975098,1,2,95,31,1
2.9829025268554688,1,2,168,31,1
3.102243185043335,1,1,10,31,1
3.002683639526367,1,2,90,31,1
3.0611367225646973,1,1,7,31,1
2.980568647384644,1,3,131,31,1
2.9676103591918945,1,2,89,31,1
2.958489894866944,1,2,152,31,1
3.0521841049194336,1,2,61,31,1
3.08072829246521,1,2,185,31,1
3.042677879333496,1,1,10,31,1
2.814423084259033,1,1,2,31,1
3.0762779712677,1,2,17,31,1
2.874680995941162,1,1,198,31,1
2.905176877975464,1,2,99,31,1
2.9565958976745605,1,1,10,31,1
2.9803996086120605,1,1,135,31,1
2.997997522354126,1,1,10,31,1
3.0232293605804443,1,2,85,31,1
3.084900140762329,1,2,114,31,1
2.906111240386963,1,1,10,31,1
2.998060703277588,1,1,9,31,1
3.019804000854492,1,1,147,31,1
2.9151546955108643,1,2,27,31,1
2.8611533641815186,1,1,41,31,1
2.8733839988708496,1,2,168,30,1
2.954808235168457,1,2,4,31,1
3.045604467391968,1,2,88,31,1
2.881730556488037,1,2,79,31,1
3.045882225036621,1,2,17,31,1
2.936661958694458,1,1,3,31,1
2.9015204906463623,1,2,164,31,1
3.072342872619629,1,3,196,31,1
2.760406255722046,1,1,13,31,1
3.0146260261535645,1,1,196,31,1
3.028385877609253,1,1,135,31,1
2.9786605834960938,1,1,153,31,1
2.968395709991455,1,2,17,31,1
2.9042770862579346,1,2,98,31,1
2.909903287887573,1,1,38,31,1
2.952969551086426,1,3,3,31,1
3.074536085128784,1,2,93,31,1
2.990032434463501,1,2,51,31,1
3.019108533859253,1,2,104,31,1
2.9544005393981934,1,2,17,31,1
2.985074758529663,1,2,17,31,1
3.016378879547119,1,1,19,31,1
2.930219888687134,1,1,17,31,1
3.04589581489563,1,3,10,31,1
3.0744733810424805,1,2,10,31,1
2.959988594055176,1,1,7,31,1
2.8739333152771,1,1,94,31,1
2.877035856246948,1,1,117,31,1
2.86419939994812,1,1,122,27,1
2.96985411643982,1,2,171,31,1
2.9407238960266118,1,1,143,31,1
2.914935827255249,1,2,10,31,1
3.0456762313842773,1,3,17,31,1
2.6640193462371826,1,2,131,31,1
2.8140268325805664,1,1,4,31,1
2.9384922981262207,1,1,168,31,1
3.0053482055664062,1,2,135,31,1
2.906374454498291,1,1,16,31,1
2.955261468887329,1,1,10,31,1
2.9277265071868896,1,1,152,31,1
2.992414712905884,1,2,46,31,1
3.0720977783203125,1,1,93,31,1
2.930772304534912,1,1,10,31,1
2.9212183952331543,1,2,155,31,1
2.983969211578369,1,2,196,31,1
2.900521755218506,1,1,43,31,1
2.9452311992645264,1,2,10,31,1
2.919641733169556,1,2,66,31,1
2.8328638076782227,1,1,197,31,1
2.9923269748687744,1,2,181,31,1
2.942039251327514,1,1,161,31,1
2.946382999420166,1,2,19,31,1
2.951338529586792,1,2,65,31,1
2.92516827583313,1,1,196,31,1
2.935840606689453,1,1,177,30,1
2.9060287475585938,1,1,36,31,1
2.9612338542938232,1,2,119,31,1
3.042473793029785,1,2,176,31,1
2.922394275665283,1,1,7,31,1
3.0273027420043945,1,2,10,31,1
3.0186591148376465,1,2,5,31,1
3.049199104309082,1,2,93,31,1
3.061663866043091,1,2,9,31,1
2.996114492416382,1,2,14,28,1
2.833479166030884,1,2,130,29,1
2.941803455352783,1,2,114,31,1
2.9509568214416504,1,1,10,31,1
2.8920998573303223,1,2,164,31,1
2.975889205932617,1,1,19,31,1
2.977839946746826,1,1,84,31,1
2.870389223098755,1,1,4,31,1
2.8951635360717773,1,1,39,31,1
2.988820552825928,1,2,177,31,1
3.052117109298706,1,1,10,31,1
2.996272087097168,1,1,4,31,1
3.111933946609497,1,1,93,31,1
2.9264163970947266,1,2,176,31,1
2.9876868724823,1,1,10,31,1
2.950077533721924,1,2,78,31,1
2.77099609375,1,1,55,31,1
2.861928224563598,1,1,9,31,1
2.9232959747314453,1,1,10,31,1
3.0172836780548096,1,1,10,31,1
2.980551719665528,1,2,157,31,1
2.725773811340332,1,1,37,31,1
3.1148130893707275,1,1,10,31,1
2.925658702850342,1,1,37,31,1
2.9386520385742188,1,2,75,31,1
2.937190055847168,1,1,19,31,1
3.05719256401062,1,2,17,31,1
2.841069459915161,1,1,13,31,1
2.9978952407836914,1,1,17,31,1
2.536200523376465,1,2,88,31,1
2.9788599014282227,1,2,184,31,1
2.9463038444519043,1,1,10,31,1
2.852917432785034,1,1,2,31,1
2.819463014602661,1,1,40,31,1
2.7983996868133545,1,1,122,31,1
2.8230228424072266,1,1,41,31,1
2.7426273822784424,1,2,86,31,1
3.003835439682007,1,1,117,31,1
2.9446146488189697,1,3,197,31,1
2.8897430896759038,1,1,155,31,1
2.96852445602417,1,2,30,31,1
3.029747247695923,1,2,113,31,1
2.945711135864258,1,2,156,29,1
2.9313549995422363,1,1,10,31,1
3.0256171226501465,1,2,133,31,1
2.967360496520996,1,1,127,31,1
3.0672829151153564,1,1,17,31,1
3.0498809814453125,1,1,40,31,1
3.01933217048645,1,2,17,31,1
3.046236276626587,1,1,118,31,1
3.021852970123291,1,2,5,31,1
3.010642766952514,1,2,17,31,1
2.984255313873291,1,2,21,31,1
3.067516326904297,1,2,17,31,1
3.090472936630249,1,1,93,31,1
3.005820751190185,1,2,17,31,1
2.9669885635375977,1,1,199,31,1
3.0482757091522217,1,1,41,31,1
2.899600028991699,1,1,3,31,1
2.9695820808410645,1,1,196,31,1
3.098735809326172,1,2,196,31,1
2.977135419845581,1,2,152,31,1
2.8801262378692627,1,1,88,31,1
2.85546350479126,1,1,43,31,1
2.898362398147583,1,1,43,31,1
3.0132429599761963,1,2,148,31,1
2.949143171310425,1,2,152,31,1
2.9321506023406982,1,1,38,31,1
3.061580181121826,1,1,93,31,1
2.9382245540618896,1,1,164,31,1
2.869858741760254,1,1,10,31,1
2.907426118850708,1,1,88,31,1
3.034366607666016,1,2,171,31,1
2.949594259262085,1,1,132,31,1
2.958287239074707,1,1,5,31,1
2.945068836212158,1,1,12,31,1
2.902669906616211,1,1,10,31,1
3.007509231567383,1,1,2,31,1
2.893174409866333,1,2,40,31,1
2.9817423820495605,1,1,106,31,1
2.9345524311065674,1,2,146,31,1
2.934901714324951,1,1,10,31,1
2.978067636489868,1,2,37,31,1
2.568321466445923,1,1,129,31,1
2.925549030303955,1,2,104,31,1
2.8756256103515625,1,2,2,30,1
2.8699381351470947,1,1,37,31,1
3.054384708404541,1,1,93,31,1
2.949016094207764,1,1,7,31,1
2.925086975097656,1,2,19,31,1
2.8335940837860107,1,1,3,31,1
2.94507360458374,1,1,39,31,1
2.691957712173462,1,1,4,31,1
2.96427059173584,1,1,19,31,1
2.780393362045288,1,1,103,31,1
2.8681814670562744,1,1,7,31,1
2.950747013092041,1,2,156,31,1
2.949509382247925,1,2,78,31,1
2.981245517730713,1,1,98,31,1
2.9413015842437744,1,1,17,31,1
2.841036081314087,1,2,46,31,1
2.9881391525268555,1,2,176,31,1
3.0528268814086914,1,2,10,31,1
3.031615734100342,1,1,19,31,1
2.823208332061768,1,2,189,31,1
2.8842923641204834,1,1,3,31,1
2.938159227371216,1,1,9,31,1
2.92873477935791,1,1,10,31,1
3.113622665405273,1,1,93,31,1
2.9363932609558105,1,1,16,31,1
2.922260046005249,1,1,10,31,1
3.0099873542785645,1,2,14,31,1
3.022552490234375,1,1,134,31,1
3.035093307495117,1,2,93,31,1
2.9402406215667725,1,1,52,31,1
2.904982566833496,1,1,9,31,1
3.005253314971924,1,2,37,31,1
2.8880093097686768,1,1,17,31,1
2.9857523441314697,1,2,17,31,1
2.7683653831481934,1,1,2,31,1
2.811882734298706,1,1,68,31,1
2.8382437229156494,1,1,68,31,1
3.060051918029785,1,3,92,31,1
2.8709542751312256,1,2,21,31,1
2.9809672832489014,1,1,7,31,1
2.8698055744171143,1,1,40,31,1
2.864284038543701,1,2,41,31,1
2.9850025177001958,1,1,12,31,1
2.9140303134918213,1,1,196,31,1
2.9346604347229004,1,1,19,31,1
2.939223051071167,1,2,3,31,1
2.9352622032165527,1,1,2,31,1
2.8970420360565186,1,2,130,31,1
2.9490020275115967,1,2,185,30,1
